Year	PMID	Title	Species	Genome_Build	Chromosome	Start	End	TF	Target_Gene	Type(Enhancer_or_SE)	Regulatory_State(Active/Silenced)	Condition(Disease/Normal)	Disease_Name	MONDO	DOID	Tissue	Tissue Ontology_ID	Cell_Source	CVCL_ID	Cell_Type	Cell Ontology_ID	Experiment_Type	High_Throughput_Method	Low_Throughput_Method
2026	42030388	MYC-bound enhancer RNAs in cis regulate gene transcription and tumorigenesis	Homo sapiens	hg19	chr2	116230440	116232740	P300	GREB1	Enhancer	Active	Disease	Breast invasive carcinoma	MONDO:0006143	DOID:1612	Mammary gland	UBERON:0001911	BT474	CVCL_0179	Estrogen receptor positive breast cancer cell	CL:0000646	Luciferase reporter assay, loss-of-function ASO/shRNA knockdown, ChIP-qPCR, Pol II ChIA-PET chromatin interaction	eCLIP-seq, ChIP-seq, ATAC-seq, RNA-seq, GRO-seq, ChIA-PET, TCGA/CCLE multi-omics	qRT-PCR, dual-luciferase reporter, , RNA FISH super-resolution imaging, subcellular fractionation, xenograft in vivo tumor assay
2026	42030388	MYC-bound enhancer RNAs in cis regulate gene transcription and tumorigenesis	Homo sapiens	hg19	chr2	116230440	116232740	BRD4	GREB1	Enhancer	Active	Disease	Breast invasive carcinoma	MONDO:0006143	DOID:1612	Mammary gland	UBERON:0001911	MCF-7	CVCL_0031	Estrogen receptor positive breast cancer cell	CL:0000646	Luciferase reporter assay, loss-of-function ASO/shRNA knockdown, ChIP-qPCR, Pol II ChIA-PET chromatin interaction	eCLIP-seq, ChIP-seq, ATAC-seq, RNA-seq, GRO-seq, ChIA-PET, TCGA/CCLE multi-omics	qRT-PCR, dual-luciferase reporter, , RNA FISH super-resolution imaging, subcellular fractionation, xenograft in vivo tumor assay
2026	42030388	MYC-bound enhancer RNAs in cis regulate gene transcription and tumorigenesis	Homo sapiens	hg19	chr2	116230440	116232740	BRD4	GREB1	Enhancer	Active	Disease	Breast invasive carcinoma	MONDO:0006143	DOID:1612	Mammary gland	UBERON:0001911	BT474	CVCL_0179	Estrogen receptor positive breast cancer cell	CL:0000646	Luciferase reporter assay, loss-of-function ASO/shRNA knockdown, ChIP-qPCR, Pol II ChIA-PET chromatin interaction	eCLIP-seq, ChIP-seq, ATAC-seq, RNA-seq, GRO-seq, ChIA-PET, TCGA/CCLE multi-omics	qRT-PCR, dual-luciferase reporter, , RNA FISH super-resolution imaging, subcellular fractionation, xenograft in vivo tumor assay
2019	31727856	Brain cell type-specific enhancer-promoter interactome maps and disease risk association	Homo sapiens	hg19	chr2	127082600	127082962	PU.1	BIN1	Enhancer	Active	Disease	Alzheimer's disease	MONDO:0004992	DOID:10652	Brain microglia	CL:0000129	hPSC-derived microglia		Human pluripotent stem cell derived microglia	CL:0000129	CRISPR-Cas9 loss-of-function deletion, PLAC-seq chromatin interaction, ChIP-qPCR	ATAC-seq, H3K27ac ChIP-seq, H3K4me3 ChIP-seq, PLAC-seq, RNA-seq, LDSC GWAS heritability analysis	qRT-PCR, dual-luciferase reporter, , RNA FISH super-resolution imaging, subcellular fractionation, xenograft in vivo tumor assay
2019	31727856	Brain cell type-specific enhancer-promoter interactome maps and disease risk association	Homo sapiens	hg19	chr2	127082600	127082962	PU.1	BIN1	Enhancer	Active	Disease	Alzheimer's disease	MONDO:0004992	DOID:10652	Brain microglia	CL:0000129	hPSC-derived neuron		Human pluripotent stem cell derived neuron	CL:0000540	CRISPR-Cas9 loss-of-function deletion, PLAC-seq chromatin interaction, ChIP-qPCR	ATAC-seq, H3K27ac ChIP-seq, H3K4me3 ChIP-seq, PLAC-seq, RNA-seq, LDSC GWAS heritability analysis	qRT-PCR, dual-luciferase reporter, , RNA FISH super-resolution imaging, subcellular fractionation, xenograft in vivo tumor assay
2019	31727856	Brain cell type-specific enhancer-promoter interactome maps and disease risk association	Homo sapiens	hg19	chr2	127082600	127082962	PU.1	BIN1	Enhancer	Active	Disease	Alzheimer's disease	MONDO:0004992	DOID:10652	Brain microglia	CL:0000129	hPSC-derived astrocyte		Human pluripotent stem cell derived astrocyte	CL:0000127	CRISPR-Cas9 loss-of-function deletion, PLAC-seq chromatin interaction, ChIP-qPCR	ATAC-seq, H3K27ac ChIP-seq, H3K4me3 ChIP-seq, PLAC-seq, RNA-seq, LDSC GWAS heritability analysis	qRT-PCR, dual-luciferase reporter, , RNA FISH super-resolution imaging, subcellular fractionation, xenograft in vivo tumor assay
2025	39704037	RUNX2 Phase Separation Mediates Long-Range Regulation Between Osteoporosis-Susceptibility Variant and XCR1 to Promote Osteoblast Differentiation	Homo sapiens	hg38	chr3	46186503	46187707	RUNX2	XCR1	Enhancer	Active	Disease	Osteoporosis	MONDO:0005818	DOID:11488	Bone	UBERON:0001474	MG-63	CVCL_0426	Human osteosarcoma cell line	CL:0000082	Dual-luciferase reporter assay, CRISPR-Cas9 deletion loss-of-function, 3C chromatin capture, ChIP-qPCR	GWAS summary statistics, GTEx eQTL, MEME motif prediction	Dual-luciferase reporter, CRISPR knockout, 3C-qPCR, ChIP-qPCR, Sanger sequencing, RT-qPCR, Western blot, immunofluorescence DNA-FISH
2025	39704037	RUNX2 Phase Separation Mediates Long-Range Regulation Between Osteoporosis-Susceptibility Variant and XCR1 to Promote Osteoblast Differentiation	Homo sapiens	hg38	chr3	46186503	46187707	RUNX2	XCR1	Enhancer	Active	Normal	Osteoporosis	MONDO:0005818	DOID:11488	Bone	UBERON:0001474	primary human osteoblasts		primary human osteoblast	CL:0000062	Dual-luciferase reporter assay, CRISPR-Cas9 deletion loss-of-function, 3C chromatin capture, ChIP-qPCR	GWAS summary statistics, GTEx eQTL, MEME motif prediction	Dual-luciferase reporter, CRISPR knockout, 3C-qPCR, ChIP-qPCR, Sanger sequencing, RT-qPCR, Western blot, immunofluorescence DNA-FISH
2025	39704037	RUNX2 Phase Separation Mediates Long-Range Regulation Between Osteoporosis-Susceptibility Variant and XCR1 to Promote Osteoblast Differentiation	Homo sapiens	hg38	chr3	46186503	46187707	RUNX2	XCR1	Enhancer	Active	Disease	Osteoporosis	MONDO:0005818	DOID:11488	Bone	UBERON:0001474	MG-63	CVCL_0426	Human osteosarcoma cell line	CL:0000082	Dual-luciferase reporter assay, ChIP-qPCR	GWAS summary statistics, GTEx eQTL, MEME motif prediction	Dual-luciferase reporter, ChIP-qPCR, Sanger sequencing, RT-qPCR
2025	39704037	RUNX2 Phase Separation Mediates Long-Range Regulation Between Osteoporosis-Susceptibility Variant and XCR1 to Promote Osteoblast Differentiation	Homo sapiens	hg38	chr3	46186503	46187707	RUNX2	XCR1	Enhancer	Active	Normal	Osteoporosis	MONDO:0005818	DOID:11488	Bone	UBERON:0001474	primary human osteoblasts		primary human osteoblast	CL:0000062	Dual-luciferase reporter assay, ChIP-qPCR	GWAS summary statistics, GTEx eQTL, MEME motif prediction	Dual-luciferase reporter, ChIP-qPCR, Sanger sequencing, RT-qPCR
2025	40729681	Enhancer heterogeneity in acute lymphoblastic leukemia drives differential gene expression	Homo sapiens	hg38	chr9	130812462	130813421	KMT2A::AFF1	GNAQ	Enhancer	Active	Disease	B-cell acute lymphoblastic leukemia	MONDO:0004945	DOID:0060412	Bone marrow	UBERON:0002371	SEM	CVCL_0095	B-ALL blast cell	CL:0000692	CRISPR-Cas9 deletion loss-of-function, Capture-C chromatin interaction, ChIP-qPCR	ATAC-seq, H3K27ac CUT&Tag, ChIP-seq, RNA-seq, Micro-Capture-C	WGS, RT-qPCR, CRISPR editing, cell transfection
2025	40729681	Enhancer heterogeneity in acute lymphoblastic leukemia drives differential gene expression	Homo sapiens	hg38	chr9	130812462	130813421	AFF1	GNAQ	Enhancer	Active	Disease	B-cell acute lymphoblastic leukemia	MONDO:0004945	DOID:0060412	Bone marrow	UBERON:0002371	SEM	CVCL_0095	B-ALL blast cell	CL:0000692	CRISPR-Cas9 deletion loss-of-function, Capture-C chromatin interaction, ChIP-qPCR	ATAC-seq, H3K27ac CUT&Tag, ChIP-seq, RNA-seq, Micro-Capture-C	WGS, RT-qPCR, CRISPR editing, cell transfection
2025	40729681	Enhancer heterogeneity in acute lymphoblastic leukemia drives differential gene expression	Homo sapiens	hg38	chr12	4900187	4901013	KMT2A::AFF1	ARID1B	Enhancer	Active	Disease	B-cell acute lymphoblastic leukemia	MONDO:0004945	DOID:0060412	Bone marrow	UBERON:0002371	RS4;11	CVCL_0093	B-ALL blast cell	CL:0000692	CRISPR-Cas9 deletion loss-of-function, Capture-C chromatin interaction, ChIP-qPCR	ATAC-seq, H3K27ac CUT&Tag, ChIP-seq, RNA-seq, Micro-Capture-C	WGS, RT-qPCR, CRISPR editing, cell transfection
2025	40729681	Enhancer heterogeneity in acute lymphoblastic leukemia drives differential gene expression	Homo sapiens	hg38	chr12	4900187	4901013	AFF1	ARID1B	Enhancer	Active	Disease	B-cell acute lymphoblastic leukemia	MONDO:0004945	DOID:0060412	Bone marrow	UBERON:0002371	RS4;11	CVCL_0093	B-ALL blast cell	CL:0000692	CRISPR-Cas9 deletion loss-of-function, Capture-C chromatin interaction, ChIP-qPCR	ATAC-seq, H3K27ac CUT&Tag, ChIP-seq, RNA-seq, Micro-Capture-C	WGS, RT-qPCR, CRISPR editing, cell transfection
2025	40729681	Enhancer heterogeneity in acute lymphoblastic leukemia drives differential gene expression	Homo sapiens	hg38	chr6	101482232	101483107	KMT2A::AFF1	MEIS1	Enhancer	Active	Disease	B-cell acute lymphoblastic leukemia	MONDO:0004945	DOID:0060412	Bone marrow	UBERON:0002371	Primary human KMT2A::AFF1 ALL blasts		Primary leukemic blast cell	CL:0000692	Micro-Capture-C chromatin interaction + patient gene expression validation, ChIP-qPCR	scMultiome ATAC+RNA-seq, TOPmentation H3K27ac profiling, Micro-Capture-C, WGS	RT-qPCR, FACS cell sorting, patient primary cell culture
2025	40729681	Enhancer heterogeneity in acute lymphoblastic leukemia drives differential gene expression	Homo sapiens	hg38	chr6	101482232	101483107	AFF1	MEIS1	Enhancer	Active	Disease	B-cell acute lymphoblastic leukemia	MONDO:0004945	DOID:0060412	Bone marrow	UBERON:0002371	Primary human KMT2A::AFF1 ALL blasts		Primary leukemic blast cell	CL:0000692	Micro-Capture-C chromatin interaction + patient gene expression validation, ChIP-qPCR	scMultiome ATAC+RNA-seq, TOPmentation H3K27ac profiling, Micro-Capture-C, WGS	RT-qPCR, FACS cell sorting, patient primary cell culture
2025	40729681	Enhancer heterogeneity in acute lymphoblastic leukemia drives differential gene expression	Homo sapiens	hg38	chr6	9087104	9087962	KMT2A::AFF1	RUNX2	Enhancer	Active	Disease	B-cell acute lymphoblastic leukemia	MONDO:0004945	DOID:0060412	Bone marrow	UBERON:0002371	Primary human KMT2A::AFF1 ALL blasts		Primary leukemic blast cell	CL:0000692	Micro-Capture-C chromatin interaction + patient gene expression validation, ChIP-qPCR	scMultiome ATAC+RNA-seq, TOPmentation H3K27ac profiling, Micro-Capture-C, WGS	RT-qPCR, FACS cell sorting, patient primary cell culture
2025	40729681	Enhancer heterogeneity in acute lymphoblastic leukemia drives differential gene expression	Homo sapiens	hg38	chr6	9087104	9087962	AFF1	RUNX2	Enhancer	Active	Disease	B-cell acute lymphoblastic leukemia	MONDO:0004945	DOID:0060412	Bone marrow	UBERON:0002371	Primary human KMT2A::AFF1 ALL blasts		Primary leukemic blast cell	CL:0000692	Micro-Capture-C chromatin interaction + patient gene expression validation, ChIP-qPCR	scMultiome ATAC+RNA-seq, TOPmentation H3K27ac profiling, Micro-Capture-C, WGS	RT-qPCR, FACS cell sorting, patient primary cell culture
2023	37832549	Genome-wide CRISPR activation screening in senescent cells reveals SOX5 as a driver and therapeutic target of rejuvenation	Homo sapiens	hg19	chr6	174249537	174250490	SOX5	HMGB2	Enhancer	Active	Disease	Cellular senescence	MONDO:0024530	DOID:0080000	Bone marrow	UBERON:0002371	WS hMPC		Human mesenchymal precursor cell	CL:0000128	Luciferase reporter assay, ChIP-qPCR, Hi-C chromatin interaction validation	ATAC-seq, H3K27ac ChIP-seq, H3K4me1 ChIP-seq, SOX5 ChIP-seq, RNA-seq, Hi-C, single-cell multiome	dual-luciferase reporter detection, ChIP-qPCR, lentiviral overexpression, siRNA knockdown, CRISPRa perturbation, RT-qPCR, western blot
2023	37832549	Genome-wide CRISPR activation screening in senescent cells reveals SOX5 as a driver and therapeutic target of rejuvenation	Homo sapiens	hg19	chr6	174249537	174250490	SOX5	HMGB2	Enhancer	Active	Disease	Cellular senescence	MONDO:0024530	DOID:0080000	Bone marrow	UBERON:0002371	WT hMPC		Human mesenchymal precursor cell	CL:0000128	Luciferase reporter assay, ChIP-qPCR, Hi-C chromatin interaction validation	ATAC-seq, H3K27ac ChIP-seq, H3K4me1 ChIP-seq, SOX5 ChIP-seq, RNA-seq, Hi-C, single-cell multiome	dual-luciferase reporter detection, ChIP-qPCR, lentiviral overexpression, siRNA knockdown, CRISPRa perturbation, RT-qPCR, western blot
2023	37832549	Genome-wide CRISPR activation screening in senescent cells reveals SOX5 as a driver and therapeutic target of rejuvenation	Homo sapiens	hg19	chr6	174249537	174250490	SOX5	HMGB2	Enhancer	Active	Disease	Osteoarthritis	MONDO:0001623	DOID:8398	Bone marrow	UBERON:0002371	WS hMPC		Human mesenchymal precursor cell	CL:0000128	Luciferase reporter assay, ChIP-qPCR, Hi-C chromatin interaction validation	ATAC-seq, H3K27ac ChIP-seq, H3K4me1 ChIP-seq, SOX5 ChIP-seq, RNA-seq, Hi-C, single-cell multiome	dual-luciferase reporter detection, ChIP-qPCR, lentiviral overexpression, siRNA knockdown, CRISPRa perturbation, RT-qPCR, western blot
2023	37832549	Genome-wide CRISPR activation screening in senescent cells reveals SOX5 as a driver and therapeutic target of rejuvenation	Homo sapiens	hg19	chr6	174249537	174250490	SOX5	HMGB2	Enhancer	Active	Disease	Osteoarthritis	MONDO:0001623	DOID:8398	Bone marrow	UBERON:0002371	WT hMPC		Human mesenchymal precursor cell	CL:0000128	Luciferase reporter assay, ChIP-qPCR, Hi-C chromatin interaction validation	ATAC-seq, H3K27ac ChIP-seq, H3K4me1 ChIP-seq, SOX5 ChIP-seq, RNA-seq, Hi-C, single-cell multiome	dual-luciferase reporter detection, ChIP-qPCR, lentiviral overexpression, siRNA knockdown, CRISPRa perturbation, RT-qPCR, western blot
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	209981000	209990000		MYC	Enhancer	Active	Disease	Acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, clonal genomic deletion, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, clonal cell line generation, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	209981000	209990000		MYC	Enhancer	Active	Disease	Erythroleukemia	MONDO:0017898	DOID:0080146	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, clonal genomic deletion, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, clonal cell line generation, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210003000	210012000		MYC	Enhancer	Active	Disease	Acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, clonal genomic deletion, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, clonal cell line generation, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210003000	210012000		MYC	Enhancer	Active	Disease	Erythroleukemia	MONDO:0017898	DOID:0080146	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, clonal genomic deletion, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, clonal cell line generation, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210011000	210018000		MYC	Enhancer	Active	Disease	Acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210011000	210018000		MYC	Enhancer	Active	Disease	Erythroleukemia	MONDO:0017898	DOID:0080146	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210024000	210032000		MYC	Enhancer	Active	Disease	Acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210024000	210032000		MYC	Enhancer	Active	Disease	Erythroleukemia	MONDO:0017898	DOID:0080146	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210041000	210048000		MYC	Enhancer	Active	Disease	Acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210041000	210048000		MYC	Enhancer	Active	Disease	Erythroleukemia	MONDO:0017898	DOID:0080146	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210055000	210063000		MYC	Enhancer	Active	Disease	Acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210055000	210063000		MYC	Enhancer	Active	Disease	Erythroleukemia	MONDO:0017898	DOID:0080146	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, sgRNA lentiviral transduction, cell viability assay
2016	27708057	Systematic mapping of functional enhancer-promoter connections with CRISPR interference	Homo sapiens	hg19	chr8	210071000	210079000		MYC	Enhancer	Active	Disease	Acute myeloid leukemia	MONDO:0018874	DOID:9119	Bone marrow	UBERON:0002371	K562	CVCL_0004	Human erythroleukemia cell line	CL:0009084	CRISPRi interference, clonal genomic deletion, Hi-C chromatin contact validation	DNase-seq, H3K27ac ChIP-seq, RNA-seq, Pol II ChIA-PET, Hi-C	RT-qPCR, clonal cell line generation, sgRNA lentiviral transduction, cell viability assay
